,id_school,name_school,latitude_school,longitude_school,type_technology,latitude_service_point,longitude_service_point,tower_range_meters,distance_km_school_service_point
107,3e45a17d-8549-3c74-99fc-b65b85984316,EP MWANZA,-1.726825953,29.75855064,cellular_tower,-1.65,29.7984,4822,9.622582895783152
108,3e45a17d-8549-3c74-99fc-b65b85984316,EP MWANZA,-1.726825953,29.75855064,cellular_tower,-1.6492,29.7977,2989,9.666370613809617
109,3e45a17d-8549-3c74-99fc-b65b85984316,EP MWANZA,-1.726825953,29.75855064,cellular_tower,-1.6431,29.7861,4425,9.800523088229346
110,3f43655c-fe96-3da2-9ae4-d3a85baf4cae,EP KABUBA,-1.909993291,29.70068359,ADSL,-1.885907,29.635504,,7.722940566039031
111,3f43655c-fe96-3da2-9ae4-d3a85baf4cae,EP KABUBA,-1.909993291,29.70068359,FTTH,-2.011234,29.766736,,13.439181915068994
112,3f43655c-fe96-3da2-9ae4-d3a85baf4cae,EP KABUBA,-1.909993291,29.70068359,cellular_tower,-2.0659,29.6993,1000,17.33671689620033
113,3f43655c-fe96-3da2-9ae4-d3a85baf4cae,EP KABUBA,-1.909993291,29.70068359,cellular_tower,-2.0659,29.6993,1000,17.33671689620033
114,3f43655c-fe96-3da2-9ae4-d3a85baf4cae,EP KABUBA,-1.909993291,29.70068359,cellular_tower,-2.0674,29.7025,1000,17.503991376184846
115,3f43655c-fe96-3da2-9ae4-d3a85baf4cae,EP KABUBA,-1.909993291,29.70068359,cellular_tower,-2.0648,29.7304,1000,17.52762196578127
116,3f43655c-fe96-3da2-9ae4-d3a85baf4cae,EP KABUBA,-1.909993291,29.70068359,cellular_tower,-2.0648,29.7304,1000,17.52762196578127
117,3f65c4df-07dd-3f3c-b8ae-a66d5374b632,EP BUMBOGO,-2.075200081,29.887399673461918,FTTH,-2.134885,29.836053,,8.75211659075944
118,3f65c4df-07dd-3f3c-b8ae-a66d5374b632,EP BUMBOGO,-2.075200081,29.887399673461918,FTTH,-1.997687,29.856692,,9.269981701041026
119,3f65c4df-07dd-3f3c-b8ae-a66d5374b632,EP BUMBOGO,-2.075200081,29.887399673461918,cellular_tower,-2.0236,29.8661,9452,6.206693461594582
120,3f65c4df-07dd-3f3c-b8ae-a66d5374b632,EP BUMBOGO,-2.075200081,29.887399673461918,cellular_tower,-2.0236,29.8651,2074,6.249914415640091
