,name_school,latitude_school,longitude_school,type_technology,latitude_service_point,longitude_service_point,tower_range_meters,distance_km_school_service_point
283,EP RUSAMBU,-1.5397,29.5449,cellular_tower,-1.5477,29.5576,1000.0,1.6726
284,EP RUSAMBU,-1.5397,29.5449,cellular_tower,-1.5517,29.5542,6930.0,1.6911
285,EP RUSAMBU,-1.5397,29.5449,cellular_tower,-1.5479,29.5577,5748.0,1.6939
286,EP GITAMBI B,-1.7867,30.119,EVDSL,-1.7946,30.1761,,6.4106
287,EP GITAMBI B,-1.7867,30.119,ADSL,-1.7794,30.1878,,7.6855
288,EP GITAMBI B,-1.7867,30.119,cellular_tower,-1.7867,30.1242,7359.0,0.5782
289,EP GITAMBI B,-1.7867,30.119,cellular_tower,-1.782,30.1244,7736.0,0.7952
290,EP GITAMBI B,-1.7867,30.119,cellular_tower,-1.7905,30.1254,3428.0,0.8282
291,EP GITAMBI B,-1.7867,30.119,cellular_tower,-1.7909,30.1113,8112.0,0.9753
292,EP GITAMBI B,-1.7867,30.119,cellular_tower,-1.7834,30.1276,9126.0,1.0236
293,GS RUBONA,-1.9633,29.6557,ADSL,-1.8859,29.6355,,8.8952
294,GS RUBONA,-1.9633,29.6557,ADSL,-1.9625,29.5358,,13.3307
295,GS RUBONA,-1.9633,29.6557,FTTH,-2.0112,29.7667,,13.4387
296,GS RUBONA,-1.9633,29.6557,cellular_tower,-2.0546,29.6072,1000.0,11.4941
297,GS RUBONA,-1.9633,29.6557,cellular_tower,-2.0567,29.6084,1000.0,11.64
298,GS RUBONA,-1.9633,29.6557,cellular_tower,-2.0612,29.6051,1989.0,12.2525
299,GS RUBONA,-1.9633,29.6557,cellular_tower,-2.0726,29.6411,4177.0,12.2606
300,GS RUBONA,-1.9633,29.6557,cellular_tower,-2.0725,29.6351,5912.0,12.3557
301,E.P KAGEYO,-1.88,30.6,EVDSL,-1.9849,30.6206,,11.8905
302,E.P KAGEYO,-1.88,30.6,FTTH,-1.8029,30.6809,,12.4217
303,E.P KAGEYO,-1.88,30.6,ADSL,-1.8478,30.7183,,13.6297
304,E.P KAGEYO,-1.88,30.6,cellular_tower,-1.8777,30.5085,1000.0,10.1721
305,E.P KAGEYO,-1.88,30.6,cellular_tower,-1.8782,30.5084,1000.0,10.182
306,E.P KAGEYO,-1.88,30.6,cellular_tower,-1.8779,30.5084,1000.0,10.1827
307,E.P KAGEYO,-1.88,30.6,cellular_tower,-1.878,30.5083,1000.0,10.1936
308,E.P KAGEYO,-1.88,30.6,cellular_tower,-1.8778,30.5083,1000.0,10.1941
309,EP KAGUGO,-1.4389,30.0038,,,,,15.2921
310,EP KAGUGO,-1.4389,30.0038,cellular_tower,-1.4362,30.0142,4315.0,1.191
311,EP KAGUGO,-1.4389,30.0038,cellular_tower,-1.4292,30.0128,5114.0,1.4687
312,EP KAGUGO,-1.4389,30.0038,cellular_tower,-1.4277,30.0128,1000.0,1.5952
313,EP KAGUGO,-1.4389,30.0038,cellular_tower,-1.4279,30.0132,1974.0,1.6064
314,EP KAGUGO,-1.4389,30.0038,cellular_tower,-1.4278,30.0137,1000.0,1.6513
315,EP BITARE,-2.443,29.0344,FTTH,-2.4822,29.0043,,5.4935
316,EP BITARE,-2.443,29.0344,EVDSL,-2.4781,29.1371,,12.0543
317,EP BITARE,-2.443,29.0344,cellular_tower,-2.44,29.0333,4339.0,0.3557
318,EP BITARE,-2.443,29.0344,cellular_tower,-2.446,29.0399,5692.0,0.6949
319,EP BITARE,-2.443,29.0344,cellular_tower,-2.4409,29.0273,1000.0,0.8239
320,EP BITARE,-2.443,29.0344,cellular_tower,-2.4485,29.0399,1000.0,0.8635
321,EP BITARE,-2.443,29.0344,cellular_tower,-2.4482,29.0418,1000.0,1.0039
322,ECD MBUGANGARI,-1.6769,29.2551,cellular_tower,-1.6797,29.2543,5876.0,0.3198
323,ECD MBUGANGARI,-1.6769,29.2551,cellular_tower,-1.6808,29.2576,2206.0,0.5154
324,ECD MBUGANGARI,-1.6769,29.2551,cellular_tower,-1.6802,29.2516,2810.0,0.5293
325,ECD MBUGANGARI,-1.6769,29.2551,cellular_tower,-1.682,29.2554,2491.0,0.5656
326,ECD MBUGANGARI,-1.6769,29.2551,cellular_tower,-1.6803,29.2497,1838.0,0.7038
327,EP KAYENZI,-1.7608,30.0666,EVDSL,-1.7946,30.1761,,12.7409
328,EP KAYENZI,-1.7608,30.0666,ADSL,-1.7794,30.1878,,13.6266
329,EP KAYENZI,-1.7608,30.0666,cellular_tower,-1.7969,30.0332,1000.0,5.4631
330,EP KAYENZI,-1.7608,30.0666,cellular_tower,-1.7909,30.1113,8112.0,5.99
331,EP KAYENZI,-1.7608,30.0666,cellular_tower,-1.7681,30.1238,1000.0,6.4107
332,EP KAYENZI,-1.7608,30.0666,cellular_tower,-1.7663,30.1243,6046.0,6.4439
333,EP KAYENZI,-1.7608,30.0666,cellular_tower,-1.7508,30.1242,1576.0,6.5005
334,EP NYARUNAZI,-2.1005,30.0587,EVDSL,-2.0894,30.1204,,6.9681
335,EP NYARUNAZI,-2.1005,30.0587,FTTH,-2.1114,30.1695,,12.3666
336,EP NYARUNAZI,-2.1005,30.0587,cellular_tower,-2.1087,30.0723,1000.0,1.7661
337,EP NYARUNAZI,-2.1005,30.0587,cellular_tower,-2.1087,30.0723,1000.0,1.7661
338,EP NYARUNAZI,-2.1005,30.0587,cellular_tower,-2.1117,30.0705,1000.0,1.8107
339,EP NYARUNAZI,-2.1005,30.0587,cellular_tower,-2.1037,30.0751,1000.0,1.8559
340,EP NYARUNAZI,-2.1005,30.0587,cellular_tower,-2.106,30.0747,1038.0,1.8801
341,EP  CYAHAFI,-1.923,29.5897,ADSL,-1.8859,29.6355,,6.5495
342,EP  CYAHAFI,-1.923,29.5897,ADSL,-1.8669,29.5588,,7.1219
343,EP  CYAHAFI,-1.923,29.5897,ADSL,-1.9625,29.5358,,7.4356
344,EP  CYAHAFI,-1.923,29.5897,cellular_tower,-2.0546,29.6072,1000.0,14.7623
345,EP  CYAHAFI,-1.923,29.5897,cellular_tower,-2.0559,29.5863,1000.0,14.7834
346,EP  CYAHAFI,-1.923,29.5897,cellular_tower,-2.0559,29.5863,1000.0,14.7834
347,EP  CYAHAFI,-1.923,29.5897,cellular_tower,-2.0563,29.5857,1000.0,14.8297
348,EP  CYAHAFI,-1.923,29.5897,cellular_tower,-2.0567,29.6084,1000.0,15.0117
349,EP BYENENE,-2.0674,29.9048,FTTH,-1.9977,29.8567,,9.4202
350,EP BYENENE,-2.0674,29.9048,FTTH,-2.1349,29.8361,,10.7079
351,EP BYENENE,-2.0674,29.9048,cellular_tower,-2.0147,29.8811,1000.0,6.4283
352,EP BYENENE,-2.0674,29.9048,cellular_tower,-2.0214,29.8697,4295.0,6.4363
353,EP BYENENE,-2.0674,29.9048,cellular_tower,-2.0165,29.8768,1078.0,6.4625
354,EP BYENENE,-2.0674,29.9048,cellular_tower,-2.0131,29.8837,1000.0,6.4808
355,EP BYENENE,-2.0674,29.9048,cellular_tower,-2.0105,29.892,4063.0,6.4883
